label,channel,activity,mobility,complexity
0,F3-C3,4.3008074110907196e-11,0.0993281519619492,15.72164046624246
0,C3-P3,1.222216626614715e-12,0.4970509236782546,3.3016479668674132
0,P3-O1,4.272740926793492e-11,0.6464801438108527,2.310951360677819
0,Fp2-F8,9.120976938650994e-11,0.25980630282903766,5.578456461125964
0,F8-T4,9.364428958550595e-12,0.34599807380563813,4.544049403699193
0,T4-T6,1.298309355635245e-11,0.21181811040780385,7.171651211503949
0,T6-O2,1.5676084855434012e-12,0.6670579757611309,2.248146169364854
0,Fp1-F7,2.5491071953103083e-10,0.2060058906344898,7.838318211303369
0,F7-T3,1.8082501665277318e-10,0.23746162981881846,6.880588194051402
0,T3-T5,5.292555649985134e-12,0.33129575214347695,4.694766375485102
0,T5-O1,1.6819795500106447e-10,0.3420641347305661,4.394925635026522
0,Fz-Cz,4.715516370088971e-11,0.5171056825316809,2.7590996476831346
0,Cz-Pz,4.8925381978665875e-12,0.27188426988592496,6.153647064682907
0,Fp2-F4,5.1592129397828625e-12,0.7615805357980056,2.0088200010610984
0,F4-C4,3.3032455896108135e-11,0.11732112408989824,14.283157235914071
0,C4-P4,6.155439437661228e-13,0.6177571602023056,2.717739616395705
0,P4-O2,9.570590843122435e-13,0.6878475563789486,2.4643616885687676
0,Fp1-F3,2.340524343676788e-11,0.16640602388001036,9.350829206071877
0,F3-C3,3.28334280959816e-11,0.11314307669199695,12.578087071356087
0,C3-P3,8.314019811175925e-12,0.19831919804437903,7.8012249308484956
0,P3-O1,3.0607274248676485e-11,0.7290897439705878,2.012679566881458
0,Fp2-F8,2.625024557925027e-11,0.38642439892168484,3.920499437679053
0,F8-T4,3.09739953200813e-11,0.15999706062278637,9.29925185303395
0,T4-T6,1.2209395648451914e-11,0.23765243655259388,6.335625925095996
0,T6-O2,1.5923061203603176e-12,0.6416829236169418,2.234704800120503
0,Fp1-F7,4.963279295704309e-11,0.42786700009909456,3.8161673100094866
0,F7-T3,5.2299550200415046e-11,0.4096150662733702,3.867505971044726
0,T3-T5,1.4350560689012229e-11,0.23177559953804772,6.84100508739677
0,T5-O1,4.6938012797606066e-11,0.6116156647491285,2.421476007323942
0,Fz-Cz,4.3444981895752574e-11,0.5284699937397157,2.6791723200796915
0,Cz-Pz,2.682120170880299e-12,0.344481490259042,4.660895090023618
0,Fp2-F4,3.23544304088996e-11,0.3139157898142514,4.809518532018494
0,F4-C4,3.675547965124217e-11,0.09643396932787518,16.37315363493646
0,C4-P4,5.638843220510146e-12,0.2114927465039602,7.648840660829727
0,P4-O2,7.035480138875499e-12,0.23824448119609637,6.787310568754404
0,Fp1-F3,6.3795915849960584e-12,0.2997974621202036,5.205007382632085
0,F3-C3,5.0949530863314e-11,0.09618157504730285,13.438378431011078
0,C3-P3,5.3500312462671063e-11,0.09078111285039428,15.937871299669206
0,P3-O1,6.49635380645712e-11,0.49539482956196484,2.9955338533423763
0,Fp2-F8,1.623337593711376e-11,0.5364782818591652,2.7429065165180035
0,F8-T4,3.589625773076459e-11,0.17548028499176266,8.486943748514777
0,T4-T6,4.408565189528512e-12,0.33509122105253186,4.36427504014187
0,T6-O2,2.010688863749997e-12,0.5809010847158411,2.3296235017931477
0,Fp1-F7,2.116476674671219e-11,0.576157397195504,2.6449927803008486
0,F7-T3,2.050258770896099e-11,0.5852470860280562,2.6979226106660996
0,T3-T5,1.4840670838130464e-11,0.2353204815490487,6.8287059550272575
0,T5-O1,2.0789009111391372e-11,0.8885228916323236,1.6739116414031008
0,Fz-Cz,1.0538898903264988e-10,0.390052165994447,3.5508066736514423
0,Cz-Pz,1.615294769914051e-11,0.1656742596874185,8.19347214522936
0,Fp2-F4,1.765195415890305e-11,0.4800059104307104,3.074581216467324
0,F4-C4,7.814217011822214e-11,0.0759461450325966,19.577507036388823
0,C4-P4,2.567257396199254e-11,0.09141714413338718,17.963749239718286
0,P4-O2,1.4744124917097744e-11,0.15799061939472972,10.224560844491013
0,Fp1-F3,5.2281615038651534e-11,0.10567167478063702,14.70450855376531
0,F3-C3,9.924632747405592e-11,0.07071862572016553,20.492801194629436
0,C3-P3,2.252158443658725e-11,0.12208234529078722,11.489171032607224
0,P3-O1,1.0220243245278453e-10,0.4116677310250497,3.4918015579806947
0,Fp2-F8,2.9211805984067704e-11,0.4182222303332042,3.5355963641280073
0,F8-T4,2.914832792409968e-11,0.21965252164434604,6.661816862135257
0,T4-T6,9.686488747742694e-12,0.2618858438265085,5.50282251702175
0,T6-O2,1.655049073195648e-12,0.6279898248703395,2.2763571077973466
0,Fp1-F7,8.410247470544159e-11,0.31152591381944,4.921488351205501
0,F7-T3,1.740028397442869e-11,0.6706684965155121,2.383434716390788
0,T3-T5,5.428095565934423e-12,0.3952575274054659,3.998310211596701
0,T5-O1,6.242693450766371e-11,0.5351452964028957,2.6728885920707284
0,Fz-Cz,2.2299592803713726e-10,0.25235660825344425,5.850965906619584
0,Cz-Pz,8.328969182190439e-11,0.06420101007471807,22.66558280043719
0,Fp2-F4,1.3303103075796167e-11,0.5718301137539231,2.602809909084228
0,F4-C4,4.68001116543299e-11,0.08992825610187465,18.932678567261668
0,C4-P4,1.862775569869222e-12,0.3688357214180276,4.612147317749043
0,P4-O2,2.5170853733284566e-11,0.138099038745846,12.497255611693406
0,Fp1-F3,7.199775088045846e-12,0.26492728912416624,5.903824212988996
0,F3-C3,2.8197619123193513e-11,0.1083682444778699,14.095697798748906
0,C3-P3,1.821696066192968e-11,0.13022978219929146,11.49470481826761
0,P3-O1,1.419209461402258e-10,0.3899750350163247,3.8614586908196884
0,Fp2-F8,1.5354726002212144e-11,0.5979462547558908,2.471275057445203
0,F8-T4,1.448285776164283e-11,0.28778565006571094,5.182183117326005
0,T4-T6,1.3449225800763355e-11,0.20459001846049643,7.078576618855207
0,T6-O2,2.4131260613111674e-12,0.5145477226156703,2.7744918608105085
0,Fp1-F7,3.6119225847319726e-11,0.5183436025545313,3.059393497932578
0,F7-T3,3.913064496816204e-11,0.4751227047688039,3.25867019370542
0,T3-T5,4.00812999494873e-12,0.426681935919839,3.6373197123450907
0,T5-O1,4.4453237924240034e-11,0.718437934258021,2.11382539301252
0,Fz-Cz,1.7406801055821588e-10,0.2678517748463141,5.310456388125107
0,Cz-Pz,2.6785365983577982e-11,0.11379766156073236,14.248657280844565
0,Fp2-F4,3.1752402868449685e-11,0.37481791749455584,4.039953392485411
0,F4-C4,2.0437936296701543e-11,0.14217952617933538,11.14785778212101
0,C4-P4,6.278865676513827e-13,0.6458423788694385,2.6608417645551605
0,P4-O2,6.656777376489038e-13,0.8485363638814913,2.016109262915927
0,Fp1-F3,2.227963722925505e-11,0.14439501493824464,10.677287896691897
0,F3-C3,2.0029631910543756e-11,0.14061563110854486,9.843649769982687
0,C3-P3,1.1155886322361878e-11,0.1689588658537364,8.697292608730034
0,P3-O1,3.452294391220568e-11,0.716687702977777,2.180840974458936
0,Fp2-F8,1.115538742338977e-11,0.7134495284687585,2.105332322747399
0,F8-T4,1.2702854571492505e-11,0.2994098289216777,4.982200703150694
0,T4-T6,9.683440680050097e-12,0.27353305338931533,5.687510340101761
0,T6-O2,1.586819513085741e-12,0.6481221642496049,2.213113095253012
0,Fp1-F7,2.5114321389228704e-11,0.5678859156182664,2.806867544442467
0,F7-T3,3.13359806955069e-11,0.49240380565842573,3.2243818651318796
0,T3-T5,3.269954291857507e-12,0.4710048484482976,3.4657800167438038
0,T5-O1,3.2203313568536986e-11,0.7402802397189937,2.085033702913639
0,Fz-Cz,3.977221922208153e-11,0.5473911293228854,2.58923330800313
0,Cz-Pz,2.455105334409289e-12,0.3592251017230441,4.704760219693244
0,Fp2-F4,2.3123432578434178e-11,0.4549326672117813,3.280995461470002
0,F4-C4,2.1120949065073018e-11,0.13301230475733403,11.025266407740745
0,C4-P4,3.7420455598641783e-13,0.7646337176604232,2.2016375359509137
0,P4-O2,1.117696010539853e-12,0.6706396115921887,2.4627873857010005
0,Fp1-F3,2.6304549109233822e-11,0.15350208857975844,10.345047300949826
0,F3-C3,2.4781540397810693e-11,0.12537272189568371,11.85359959015827
0,C3-P3,5.075736206977486e-12,0.24861948191800662,6.391744746957828
0,P3-O1,3.6394683005131103e-11,0.7746573903727145,1.9649987055097191
0,Fp2-F8,7.796080667339652e-12,0.8608689964404761,1.7459837066734152
0,F8-T4,1.561422522714861e-11,0.29940983389916437,4.875943231888055
0,T4-T6,9.439222798971573e-12,0.2430791233663353,6.140720816182314
0,T6-O2,1.2803917493064625e-12,0.7443285769993491,1.9397736883503984
0,Fp1-F7,7.045839468490825e-11,0.37403969780832924,4.35583597090208
0,F7-T3,6.343610974042171e-11,0.4085976523757103,4.010245404078612
0,T3-T5,8.799058959783158e-12,0.33203537058223287,4.873747858942359
0,T5-O1,3.8652886412859217e-11,0.7612886019248631,2.0244410404700726
0,Fz-Cz,3.717101422823972e-11,0.5697745464893389,2.4680830235705806
0,Cz-Pz,3.063430620102984e-12,0.28643990259934393,5.7796957715866295
0,Fp2-F4,1.6766179536625805e-11,0.5519485898213551,2.7736460084428924
0,F4-C4,7.346552190774396e-12,0.21950173562510306,7.282531996310129
0,C4-P4,2.6682167791490827e-13,0.9066511984256863,1.8657939003028252
0,P4-O2,5.838207179447507e-13,0.8222610004446645,1.9771704712308595
0,Fp1-F3,6.14987295529437e-12,0.3018116309543803,5.0529766821556645
0,F3-C3,5.37377751320682e-12,0.2576880773710196,6.178325401740288
0,C3-P3,2.7097727569720704e-12,0.33662976770382863,4.7878612527778035
0,P3-O1,3.176176747552542e-11,0.8112838984703249,1.8078727926079938
0,Fp2-F8,1.5424916987048004e-11,0.6259101713816924,2.4002853272611997
0,F8-T4,2.0605060190985126e-11,0.25235631788508045,5.679255963707604
0,T4-T6,8.751029255229656e-12,0.27587481030121763,5.487509226177179
0,T6-O2,1.57416294164526e-12,0.6365660661144289,2.163897021338739
0,Fp1-F7,5.226075012684551e-11,0.4277533872930899,3.7251127462555425
0,F7-T3,2.9441572453396855e-11,0.5481952524434457,2.842481579419253
0,T3-T5,4.409791507121762e-12,0.4285034636611089,3.7328838227050127
0,T5-O1,4.8220729894518824e-11,0.6880903152427831,2.1140029916861907
0,Fz-Cz,2.897919561974174e-11,0.6268591798855173,2.187966127639876
0,Cz-Pz,1.3820458319893682e-12,0.401091513041881,4.135546999027988
0,Fp2-F4,1.25319167483374e-11,0.829652927089699,1.8559540788057463
0,F4-C4,2.0864023355810305e-12,0.4321938075540043,3.8718037933519245
0,C4-P4,3.161498866423875e-13,0.8550607824585851,2.0336605367864657
0,P4-O2,1.1632803412788806e-12,0.6419125745085171,2.5482056424414625
0,Fp1-F3,4.368963802198981e-12,0.35818325034809395,4.220326083321098
0,F3-C3,2.170184174153336e-11,0.13377034957168615,11.003022889190124
0,C3-P3,8.187341759074485e-12,0.19656734678023194,8.013326591375982
0,P3-O1,2.9824028490841446e-11,0.874052634127043,1.7202930504458571
0,Fp2-F8,1.51797183936065e-11,0.8389749806525896,1.7886313286422395
0,F8-T4,1.2473511397438491e-11,0.3275761383493802,4.347049154754033
0,T4-T6,6.339737758203758e-12,0.3422455265398583,4.385464538213884
0,T6-O2,1.6430707993302572e-12,0.6230382152457351,2.3140005914248585
0,Fp1-F7,5.937699722534227e-11,0.5668635532502685,2.8472643850686863
0,F7-T3,3.8073338371642186e-11,0.6924903923282848,2.3363699702725964
0,T3-T5,3.5102424892516345e-12,0.4973813673763377,3.175711741653212
0,T5-O1,3.965109569244008e-11,0.7914787474518261,1.8697735429425297
0,Fz-Cz,3.961402553397074e-11,0.5294196369762958,2.5857791950718436
0,Cz-Pz,3.294303380817198e-12,0.2753319120644467,6.081368345609191
0,Fp2-F4,4.053624839956032e-11,0.3527253778660319,4.316195705723528
0,F4-C4,2.9324717756227347e-12,0.386580108452173,4.235285048081512
0,C4-P4,1.5354589744701781e-12,0.3610107286351262,4.585060125688075
0,P4-O2,2.0727334434522856e-12,0.4299893621654968,3.855697217521389
0,Fp1-F3,2.750425548256943e-11,0.14435217761246175,10.085241281659432
0,F3-C3,3.026720283974485e-11,0.1150107929583755,13.330730990488533
0,C3-P3,6.444489883904375e-12,0.23734236471608086,6.637126348857336
0,P3-O1,4.013698228587665e-11,0.7312498208958609,2.0951550142326383
0,Fp2-F8,5.191144780551132e-11,0.3520818869652009,4.282362135979973
0,F8-T4,9.770269603894078e-12,0.3773146228957453,3.9244070805476636
0,T4-T6,9.609626270573504e-12,0.27449151377752573,5.77748481730704
0,T6-O2,1.7223150065238158e-12,0.602205919680387,2.3136490190865677
0,Fp1-F7,4.986605940768854e-11,0.5937163260273939,2.720695333126663
0,F7-T3,1.6045332072738608e-10,0.3320091121760456,4.893196253361314
0,T3-T5,8.10357115427184e-12,0.28404940108028953,5.463065088803708
0,T5-O1,4.215748083609359e-11,0.7117851033791842,2.137794267324009
0,Fz-Cz,2.8146078758835437e-11,0.5971084127544146,2.192181161090924
0,Cz-Pz,3.938615599129837e-12,0.27535586710073173,5.82330213606508
0,Fp2-F4,5.689906897151724e-12,0.6248225375513871,2.391057811454456
0,F4-C4,1.768193209260111e-12,0.4806192886693361,3.5715089631893626
0,C4-P4,1.7755882759588069e-12,0.37557950486925495,4.47577489830857
0,P4-O2,8.387448513656103e-13,0.7454783476667317,2.2574329382706955
0,Fp1-F3,4.525959791065089e-12,0.35955255403964326,4.367259619010017
0,F3-C3,5.58296610849471e-12,0.2369912823929952,6.268387816673682
0,C3-P3,2.319230541067764e-12,0.3590594332342416,4.303746168695074
0,P3-O1,3.830792169346144e-11,0.7943036738922342,1.9566334624329615
0,Fp2-F8,1.5536315403849625e-11,0.47473938447995856,3.118813898564301
0,F8-T4,1.2380442819326935e-11,0.3081867771513381,4.859507827848012
0,T4-T6,7.241924789816804e-12,0.2776648811663319,5.332092387272217
0,T6-O2,2.050842115353467e-12,0.603269043066129,2.223562089970672
0,Fp1-F7,1.870790330599366e-11,0.6436465493986994,2.401998664058662
0,F7-T3,1.2832103576430508e-11,0.7735255418386989,2.0387436205348224
0,T3-T5,8.237695102676155e-12,0.3181957488254969,5.023389763629106
0,T5-O1,4.294067832716163e-11,0.7942163277872716,1.967344839858506
0,Fz-Cz,6.488453134695682e-11,0.48111932725694573,2.7061930935449316
0,Cz-Pz,9.251302335206898e-12,0.19290718705467114,8.481338745251731
0,Fp2-F4,1.9631191884712867e-12,0.42586604660273936,3.7025134265818314
0,F4-C4,2.2436990306769006e-12,0.397015268347936,4.1845606272418845
0,C4-P4,4.934025406225098e-13,0.6661999582223113,2.526017778635386
0,P4-O2,7.155095438833293e-13,0.6943047447125201,2.450553042264099
0,Fp1-F3,4.357967522115159e-12,0.3129026914900052,5.12133165482008
0,F3-C3,4.799226577361942e-12,0.2517302762844788,6.246985044328246
0,C3-P3,2.0109524088405714e-12,0.36993948636149426,4.431666839583148
0,P3-O1,4.165757167899668e-11,0.5507808587621819,2.764922052558581
0,Fp2-F8,8.680895079951406e-12,0.36186985648252923,4.066774627872363
0,F8-T4,9.80228798313131e-12,0.2598926660064298,5.635911523906029
0,T4-T6,7.847967441857299e-12,0.24652861087913067,5.925236480610244
0,T6-O2,1.1930502580253877e-12,0.6354241898300192,2.225137033101274
0,Fp1-F7,1.1794002027499562e-11,0.4859821354233948,3.259285456561083
0,F7-T3,1.1592127769539028e-11,0.4874995396306906,3.146887008942846
0,T3-T5,1.6375914534277057e-12,0.6112797964761674,2.6355379655582887
0,T5-O1,3.799050747380755e-11,0.5912989134091517,2.572439253365168
0,Fz-Cz,4.09376660150612e-11,0.5482974559822043,2.6119384688037446
0,Cz-Pz,9.46049135763432e-13,0.5683838156319188,2.9814870921465686
0,Fp2-F4,1.2655456606305223e-12,0.5213292374984548,3.1294420875166016
0,F4-C4,7.154753727208563e-13,0.7071267101578781,2.376183981728439
0,C4-P4,3.696324544475258e-13,0.7588539089729176,2.243872426541113
0,P4-O2,7.893636773362979e-13,0.6804582416625066,2.3835479895058773
0,Fp1-F3,2.118571366930816e-11,0.15256329143764613,10.707017869707768
0,F3-C3,5.187715106401619e-12,0.2605020433064294,6.245680237186382
0,C3-P3,6.616079949123185e-12,0.20306018553118155,7.882620895204357
0,P3-O1,4.0236255065674714e-11,0.5914141100229047,2.5046437633539025
0,Fp2-F8,1.0960611797293477e-11,0.2918639302646628,5.214345530345977
0,F8-T4,1.0318023514127601e-11,0.2087292183408118,7.302137256671501
0,T4-T6,1.1682982056322328e-11,0.2057387224303822,7.281730340909576
0,T6-O2,1.795683909469667e-12,0.5298744969261489,2.6241466363588755
0,Fp1-F7,7.356051773941898e-12,0.42116190974162826,3.533794031151282
0,F7-T3,6.531925345882252e-12,0.34946968270402423,4.218245620804482
0,T3-T5,1.3766724166904835e-12,0.7035153908574474,2.334689884960466
0,T5-O1,4.0401203965466884e-11,0.611532360284118,2.4341013666439215
0,Fz-Cz,4.132009599699441e-11,0.5657945486698003,2.584125024923182
0,Cz-Pz,2.6860853071457633e-12,0.3188872521987535,5.314376076604019
0,Fp2-F4,7.388337969665012e-12,0.2914250607719365,5.397584190322702
0,F4-C4,6.191571170581151e-13,0.7747670466645002,2.144079670790845
0,C4-P4,3.012529683622683e-13,0.8125521962291298,2.095212420601047
0,P4-O2,8.375420264465596e-13,0.6759835887807506,2.424256785560113
0,Fp1-F3,1.0925352710435207e-11,0.2179166280914233,7.14417425369156
0,F3-C3,2.5697889240571156e-11,0.11515339968074424,13.782079631608879
0,C3-P3,1.392744395820144e-12,0.44051600222118725,3.634716111575217
0,P3-O1,3.489609642352746e-11,0.7279330668648174,2.0534725485139265
0,Fp2-F8,7.436627375053312e-12,0.43639359664638566,3.3452179698943136
0,F8-T4,1.123346724822206e-11,0.2708498954902579,5.159052262978458
0,T4-T6,8.250824944716888e-12,0.26030932922046707,5.8589016040978015
0,T6-O2,1.3637945869729896e-12,0.6889351879116767,2.081230939201777
0,Fp1-F7,3.0688765636942175e-11,0.4396509017397939,3.5852067759602715
0,F7-T3,4.34643364421773e-11,0.3902293847850661,4.019302932952003
0,T3-T5,2.039365303297367e-12,0.5610669836770442,2.894751200508954
0,T5-O1,3.9609118555039614e-11,0.7192239038259973,2.0736177035540373
0,Fz-Cz,3.7812380038068125e-11,0.6005226232445006,2.4346432344893976
0,Cz-Pz,8.56204606831207e-13,0.5347026048032001,3.094181874452985
0,Fp2-F4,2.2316446405471006e-11,0.3794294882690332,3.8523129258826403
0,F4-C4,4.7967410524315594e-12,0.2810275640359484,5.819833468094931
0,C4-P4,2.094756330526625e-13,1.0778725006981063,1.5687661052425543
0,P4-O2,4.2514393502450066e-13,0.8809740608854302,1.8768716931702814
0,Fp1-F3,3.01341604086328e-11,0.13892658694071164,11.732677770180354
0,F3-C3,1.728740979054776e-11,0.14031661389569072,11.148792345473485
0,C3-P3,1.0098667716585395e-12,0.5493273482108293,2.9162072339312397
0,P3-O1,3.407093845350065e-11,0.7934333661381329,1.8576827140651462
0,Fp2-F8,3.060346758117698e-11,0.40877492263849674,3.6854160924070234
0,F8-T4,1.3162456706754814e-11,0.32659723044775324,4.629957886695841
0,T4-T6,9.674323813902293e-12,0.23998686453879092,6.304375808197169
0,T6-O2,1.3981865805835057e-12,0.7197817068193542,2.027766179660317
0,Fp1-F7,3.4121723208028544e-11,0.689059081455442,2.3127203556272313
0,F7-T3,7.632758870162583e-11,0.44570791684694694,3.5586036745735883
0,T3-T5,7.986039868085372e-12,0.3073130651092529,5.188294385202596
0,T5-O1,4.1766713090516957e-11,0.7307534782627259,2.0329129788698137
0,Fz-Cz,3.0904862359863517e-11,0.6269857136971345,2.3173050316285697
0,Cz-Pz,9.780602536286393e-13,0.5481261869091887,3.052663080139376
0,Fp2-F4,2.0419318138828113e-11,0.3305902280456484,4.6189067776570285
0,F4-C4,3.893742028570249e-12,0.31218798191380104,5.148530367928057
0,C4-P4,2.5442309875109875e-13,0.9879086002196611,1.6894010214118234
0,P4-O2,9.67234829357182e-13,0.6124463987605094,2.7435117362004537
0,Fp1-F3,2.704518342746498e-11,0.13203564108458088,11.618331920578262
0,F3-C3,1.855165352988806e-11,0.13487895283963344,11.273933872119764
0,C3-P3,6.245285675151575e-12,0.2258894570706986,7.061389612787028
0,P3-O1,4.271695331935771e-11,0.722584829696459,2.0742511996015156
0,Fp2-F8,3.6112429203103845e-11,0.3055334168520264,4.760681867177769
0,F8-T4,1.503717039937352e-11,0.32504069647154415,4.67979491307726
0,T4-T6,9.902131421342675e-12,0.24831108566616633,6.067913042181145
0,T6-O2,1.1274941642394644e-12,0.7120055552271778,2.061244034499564
0,Fp1-F7,3.39629332331326e-11,0.5438519724086475,2.8614320199385963
0,F7-T3,8.862823374092715e-11,0.3495143335191298,4.496607683864623
0,T3-T5,4.5134360600187215e-12,0.43543383303138294,3.6219436481364613
0,T5-O1,4.057319084330991e-11,0.7569450524811365,2.0035365725825547
0,Fz-Cz,3.9134346132197394e-11,0.55346008250093,2.6071332369142617
0,Cz-Pz,1.0251348741910219e-12,0.5190478397026987,3.306436582305255
0,Fp2-F4,7.193986493122915e-12,0.33350181340223817,4.554719054341541
0,F4-C4,9.834118848114474e-13,0.5866126446776508,2.8480858192431926
0,C4-P4,1.5707116542354837e-13,1.1680049596325035,1.4170015402910743
0,P4-O2,7.398940854240864e-13,0.670121269792563,2.4876252260531255
0,Fp1-F3,1.0860518055317e-11,0.23408085341697046,6.520590188129561
0,F3-C3,9.0757633650248e-12,0.19253726641079885,8.55932140836583
0,C3-P3,9.907753431848552e-13,0.5556904046413575,2.9753911020228205
0,P3-O1,2.484801014305324e-11,0.7052144317289726,2.1757392375589335
0,Fp2-F8,8.046433980640213e-12,0.4644484253602431,3.165591748257742
0,F8-T4,8.273767463201282e-12,0.34679619593086103,4.404715664696248
0,T4-T6,7.257408170672867e-12,0.28600284784604574,5.127487306837176
0,T6-O2,1.4527664698435593e-12,0.6322430245871653,2.289736208692875
0,Fp1-F7,1.7948091704243107e-11,0.5220274791389278,3.034003755037938
